40.36,-3.68
40.36,-3.67
40.36,-3.66
40.36,-3.65
40.36,-3.64
40.36,-3.63
40.36,-3.62
40.36,-3.61
40.36,-3.6
40.36,-3.59
40.36,-3.58
40.36,-3.57
40.36,-3.56
40.36,-3.55
40.36,-3.54
40.36,-3.53
40.36,-3.52
40.36,-3.51
40.36,-3.5
40.37,-3.85
40.37,-3.84
40.37,-3.83
40.37,-3.82
40.37,-3.81
40.37,-3.8
40.37,-3.79
40.37,-3.78
40.37,-3.77
40.37,-3.76
40.37,-3.75
40.37,-3.74
40.37,-3.73
40.37,-3.72
40.37,-3.71
40.37,-3.7
40.37,-3.69
40.37,-3.68
40.37,-3.67
40.37,-3.66
40.37,-3.65
40.37,-3.64
40.37,-3.63
40.37,-3.62
40.37,-3.61
40.37,-3.6
40.37,-3.59
40.37,-3.58
40.37,-3.57
40.37,-3.56
40.37,-3.55
40.37,-3.54
40.37,-3.53
40.37,-3.52
40.37,-3.51
40.37,-3.5
40.38,-3.85
40.38,-3.84
40.38,-3.83
40.38,-3.82
40.38,-3.81
40.38,-3.8
40.38,-3.79
40.38,-3.78
40.38,-3.77
40.38,-3.76
40.38,-3.75
40.38,-3.74
40.38,-3.73
40.38,-3.72
40.38,-3.71
40.38,-3.7
40.38,-3.69
40.38,-3.68
40.38,-3.67
40.38,-3.66
40.38,-3.65
40.38,-3.64
40.38,-3.63
40.38,-3.62
40.38,-3.61
40.38,-3.6
40.38,-3.59
40.38,-3.58
40.38,-3.57
40.38,-3.56
40.38,-3.55
40.38,-3.54
40.38,-3.53
40.38,-3.52
40.38,-3.51
40.38,-3.5
40.39,-3.85
40.39,-3.84
40.39,-3.83
40.39,-3.82
40.39,-3.81
40.39,-3.8
40.39,-3.79
40.39,-3.78
40.39,-3.77
40.39,-3.76
40.39,-3.75
40.39,-3.74
40.39,-3.73
40.39,-3.72
40.39,-3.71
40.39,-3.7
40.39,-3.69
40.39,-3.68
40.39,-3.67
40.39,-3.66
40.39,-3.65
40.39,-3.64
40.39,-3.63
40.39,-3.62
40.39,-3.61
40.39,-3.6
40.39,-3.59
40.39,-3.58
40.39,-3.57
40.39,-3.56
40.39,-3.55
40.39,-3.54
40.39,-3.53
40.39,-3.52
40.39,-3.51
40.39,-3.5
40.4,-3.85
40.4,-3.84
40.4,-3.83
40.4,-3.82
40.4,-3.81
40.4,-3.8
40.4,-3.79
40.4,-3.78
40.4,-3.77
40.4,-3.76
40.4,-3.75
40.4,-3.74
40.4,-3.73
40.4,-3.72
40.4,-3.71
40.4,-3.7
40.4,-3.69
40.4,-3.68
40.4,-3.67
40.4,-3.66
40.4,-3.65
40.4,-3.64
40.4,-3.63
40.4,-3.62
40.4,-3.61
40.4,-3.6
40.4,-3.59
40.4,-3.58
40.4,-3.57
40.4,-3.56
40.4,-3.55
40.4,-3.54
40.4,-3.53
40.4,-3.52
40.4,-3.51
40.4,-3.5
40.41,-3.85
40.41,-3.84
40.41,-3.83
40.41,-3.82
40.41,-3.81
40.41,-3.8
40.41,-3.79
40.41,-3.78
40.41,-3.77
40.41,-3.76
40.41,-3.75
40.41,-3.74
40.41,-3.73
40.41,-3.72
40.41,-3.71
40.41,-3.7
40.41,-3.69
40.41,-3.68
40.41,-3.67
40.41,-3.66
40.41,-3.65
40.41,-3.64
40.41,-3.63
40.41,-3.62
40.41,-3.61
40.41,-3.6
40.41,-3.59
40.41,-3.58
40.41,-3.57
40.41,-3.56
40.41,-3.55
40.41,-3.54
40.41,-3.53
40.41,-3.52
40.41,-3.51
40.41,-3.5
40.42,-3.85
40.42,-3.84
40.42,-3.83
40.42,-3.82
40.42,-3.81
40.42,-3.8
40.42,-3.79
40.42,-3.78
40.42,-3.77
40.42,-3.76
40.42,-3.75
40.42,-3.74
40.42,-3.73
40.42,-3.72
40.42,-3.71
40.42,-3.7
40.42,-3.69
40.42,-3.68
40.42,-3.67
40.42,-3.66
40.42,-3.65
40.42,-3.64
40.42,-3.63
40.42,-3.62
40.42,-3.61
40.42,-3.6
40.42,-3.59
40.42,-3.58
40.42,-3.57
40.42,-3.56
40.42,-3.55
40.42,-3.54
40.42,-3.53
40.42,-3.52
40.42,-3.51
40.42,-3.5
40.43,-3.85
40.43,-3.84
40.43,-3.83
40.43,-3.82
40.43,-3.81
40.43,-3.8
40.43,-3.79
40.43,-3.78
40.43,-3.77
40.43,-3.76
40.43,-3.75
40.43,-3.74
40.43,-3.73
40.43,-3.72
40.43,-3.71
40.43,-3.7
40.43,-3.69
40.43,-3.68
40.43,-3.67
40.43,-3.66
40.43,-3.65
40.43,-3.64
40.43,-3.63
40.43,-3.62
40.43,-3.61
40.43,-3.6
40.43,-3.59
40.43,-3.58
40.43,-3.57
40.43,-3.56
40.43,-3.55
40.43,-3.54
40.43,-3.53
40.43,-3.52
40.43,-3.51
40.43,-3.5
40.44,-3.85
40.44,-3.84
40.44,-3.83
40.44,-3.82
40.44,-3.81
40.44,-3.8
40.44,-3.79
40.44,-3.78
40.44,-3.77
40.44,-3.76
40.44,-3.75
40.44,-3.74
40.44,-3.73
40.44,-3.72
40.44,-3.71
40.44,-3.7
40.44,-3.69
40.44,-3.68
40.44,-3.67
40.44,-3.66
40.44,-3.65
40.44,-3.64
40.44,-3.63
40.44,-3.62
40.44,-3.61
40.44,-3.6
40.44,-3.59
40.44,-3.58
40.44,-3.57
40.44,-3.56
40.44,-3.55
40.44,-3.54
40.44,-3.53
40.44,-3.52
40.44,-3.51
40.44,-3.5
40.45,-3.85
40.45,-3.84
40.45,-3.83
40.45,-3.82
40.45,-3.81
40.45,-3.8
40.45,-3.79
40.45,-3.78
40.45,-3.77
40.45,-3.76
40.45,-3.75
40.45,-3.74
40.45,-3.73
40.45,-3.72
40.45,-3.71
40.45,-3.7
40.45,-3.69
40.45,-3.68
40.45,-3.67
40.45,-3.66
40.45,-3.65
40.45,-3.64
40.45,-3.63
40.45,-3.62
40.45,-3.61
40.45,-3.6
40.45,-3.59
40.45,-3.58
40.45,-3.57
40.45,-3.56
40.45,-3.55
40.45,-3.54
40.45,-3.53
40.45,-3.52
40.45,-3.51
40.45,-3.5
40.46,-3.85
40.46,-3.84
40.46,-3.83
40.46,-3.82
40.46,-3.81
40.46,-3.8
40.46,-3.79
40.46,-3.78
40.46,-3.77
40.46,-3.76
40.46,-3.75
40.46,-3.74
40.46,-3.73
40.46,-3.72
40.46,-3.71
40.46,-3.7
40.46,-3.69
40.46,-3.68
40.46,-3.67
40.46,-3.66
40.46,-3.65
40.46,-3.64
40.46,-3.63
40.46,-3.62
40.46,-3.61
40.46,-3.6
40.46,-3.59
40.46,-3.58
40.46,-3.57
40.46,-3.56
40.46,-3.55
40.46,-3.54
40.46,-3.53
40.46,-3.52
40.46,-3.51
40.46,-3.5
40.47,-3.85
40.47,-3.84
40.47,-3.83
40.47,-3.82
40.47,-3.81
40.47,-3.8
40.47,-3.79
40.47,-3.78
40.47,-3.77
40.47,-3.76
40.47,-3.75
40.47,-3.74
40.47,-3.73
40.47,-3.72
40.47,-3.71
40.47,-3.7
40.47,-3.69
40.47,-3.68
40.47,-3.67
40.47,-3.66
40.47,-3.65
40.47,-3.64
40.47,-3.63
40.47,-3.62
40.47,-3.61
40.47,-3.6
40.47,-3.59
40.47,-3.58
40.47,-3.57
40.47,-3.56
40.47,-3.55
40.47,-3.54
40.47,-3.53
40.47,-3.52
40.47,-3.51
40.47,-3.5
40.48,-3.85
40.48,-3.84
40.48,-3.83
40.48,-3.82
40.48,-3.81
40.48,-3.8
40.48,-3.79
40.48,-3.78
40.48,-3.77
40.48,-3.76
40.48,-3.75
40.48,-3.74
40.48,-3.73
40.48,-3.72
40.48,-3.71
40.48,-3.7
40.48,-3.69
40.48,-3.68
40.48,-3.67
40.48,-3.66
40.48,-3.65
40.48,-3.64
40.48,-3.63
40.48,-3.62
40.48,-3.61
40.48,-3.6
40.48,-3.59
40.48,-3.58
40.48,-3.57
40.48,-3.56
40.48,-3.55
40.48,-3.54
40.48,-3.53
40.48,-3.52
40.48,-3.51
40.48,-3.5
40.49,-3.85
40.49,-3.84
40.49,-3.83
40.49,-3.82
40.49,-3.81
40.49,-3.8
40.49,-3.79
40.49,-3.78
40.49,-3.77
40.49,-3.76
40.49,-3.75
40.49,-3.74
40.49,-3.73
40.49,-3.72
40.49,-3.71
40.49,-3.7
40.49,-3.69
40.49,-3.68
40.49,-3.67
40.49,-3.66
40.49,-3.65
40.49,-3.64
40.49,-3.63
40.49,-3.62
40.49,-3.61
40.49,-3.6
40.49,-3.59
40.49,-3.58
40.49,-3.57
40.49,-3.56
40.49,-3.55
40.49,-3.54
40.49,-3.53
40.49,-3.52
40.49,-3.51
40.49,-3.5
40.5,-3.85
40.5,-3.84
40.5,-3.83
40.5,-3.82
40.5,-3.81
40.5,-3.8
40.5,-3.79
40.5,-3.78
40.5,-3.77
40.5,-3.76
40.5,-3.75
40.5,-3.74
40.5,-3.73
40.5,-3.72
40.5,-3.71
40.5,-3.7
40.5,-3.69
40.5,-3.68
40.5,-3.67
40.5,-3.66
40.5,-3.65
40.5,-3.64
40.5,-3.63
40.5,-3.62
40.5,-3.61
40.5,-3.6
40.5,-3.59
40.5,-3.58
40.5,-3.57
40.5,-3.56
40.5,-3.55
40.5,-3.54
40.5,-3.53
40.5,-3.52
40.5,-3.51
40.5,-3.5
40.51,-3.85
40.51,-3.84
40.51,-3.83
40.51,-3.82
40.51,-3.81
40.51,-3.8
40.51,-3.79
40.51,-3.78
40.51,-3.77
40.51,-3.76
40.51,-3.75
40.51,-3.74
40.51,-3.73
40.51,-3.72
40.51,-3.71
40.51,-3.7
40.51,-3.69
40.51,-3.68
40.51,-3.67
40.51,-3.66
40.51,-3.65
40.51,-3.64
40.51,-3.63
40.51,-3.62
40.51,-3.61
40.51,-3.6
40.51,-3.59
40.51,-3.58
40.51,-3.57
40.51,-3.56
40.51,-3.55
40.51,-3.54
40.51,-3.53
40.51,-3.52
40.51,-3.51
40.51,-3.5
40.52,-3.85
40.52,-3.84
40.52,-3.83
40.52,-3.82
40.52,-3.81
40.52,-3.8
40.52,-3.79
40.52,-3.78
40.52,-3.77
40.52,-3.76
40.52,-3.75
40.52,-3.74
40.52,-3.73
40.52,-3.72
40.52,-3.71
40.52,-3.7
40.52,-3.69
40.52,-3.68
40.52,-3.67
40.52,-3.66
40.52,-3.65
40.52,-3.64
40.52,-3.63
40.52,-3.62
40.52,-3.61
40.52,-3.6
40.52,-3.59
40.52,-3.58
40.52,-3.57
40.52,-3.56
40.52,-3.55
40.52,-3.54
40.52,-3.53
40.52,-3.52
40.52,-3.51
40.52,-3.5
40.53,-3.85
40.53,-3.84
40.53,-3.83
40.53,-3.82
40.53,-3.81
40.53,-3.8
40.53,-3.79
40.53,-3.78
40.53,-3.77
40.53,-3.76
40.53,-3.75
40.53,-3.74
40.53,-3.73
40.53,-3.72
40.53,-3.71
40.53,-3.7
40.53,-3.69
40.53,-3.68
40.53,-3.67
40.53,-3.66
40.53,-3.65
40.53,-3.64
40.53,-3.63
40.53,-3.62
40.53,-3.61
40.53,-3.6
40.53,-3.59
40.53,-3.58
40.53,-3.57
40.53,-3.56
40.53,-3.55
40.53,-3.54
40.53,-3.53
40.53,-3.52
40.53,-3.51
40.53,-3.5
